Id_Show,Tipo,Titulo,Director,Actores,Lanzamiento,Clasificacion,Duracion,Genero,Plataforma
s928,Movie,Halloweentown High,Mark Dippé,"Kimberly Brown, Judith Hoag, Joey Zimmerman, Emily Roeske, Clifton Davis, Finn Wittrock",2004,TV-G,83 min,"Action-Adventure, Comedy, Fantasy",Disney_Plus
s929,Movie,Halloweentown II: Kalabar's Revenge,Mary Lambert,"Kimberly Brown, Judith Hoag, Daniel Kountz, Joseph Zimmerman, Emily Roeske, Phillip Van Dyke",2001,TV-PG,81 min,"Action-Adventure, Fantasy",Disney_Plus
s930,TV Show,Handy Manny,Sin Datos,"Wilmer Valderrama, Carlos Alazraqui, Dee Baker, Nika Futterman, Tom Kenny, Kath Soucie",2006,TV-Y,3 Seasons,"Animation, Kids",Disney_Plus
s931,TV Show,Hannah Montana,Sin Datos,"Miley Cyrus, Emily Osment, Mitchel Musso, Jason Earles, Billy Cyrus",2005,TV-G,4 Seasons,"Comedy, Coming of Age, Kids",Disney_Plus
s932,Movie,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,Bruce Hendricks,"Miley Cyrus, Joe Jonas, Kevin Jonas, Nick Jonas, Kenny Ortega, Billy Cyrus",2008,G,83 min,"Concert Film, Documentary, Music",Disney_Plus
s933,Movie,Hannah Montana The Movie,Peter Chelsom,"Miley Cyrus, Emily Osment, Margo Martindale, Jason Earles, Peter Gunn, Melora Hardin",2009,G,105 min,"Comedy, Coming of Age, Drama",Disney_Plus
s934,Movie,Hatching Pete,Stuart Gillard,"Jason Dolley, Mitchel Musso, Tiffany Thornton, Josie Loren, Sean O'Bryan, Amy Farrington",2009,TV-G,90 min,"Comedy, Coming of Age",Disney_Plus
s935,Movie,Hawaiian Holiday,Ben Sharpsteen,"Walt Disney, Marcellite Garner, Clarence Nash, Pinto Colvig",1937,TV-G,9 min,"Animation, Comedy, Family",Disney_Plus
s936,Movie,Heavyweights,Steven Brill,"Tom McGowan, Aaron Schwartz, Shaun Weiss, Tom Hodges, Leah Lail, Paul Feig",1995,PG,98 min,"Comedy, Family",Disney_Plus
s937,Movie,Herbie Goes Bananas,Vincent McEveety,"Cloris Leachman, Charles Smith, John Vernon, Stephen Burns, Elyssa Davalos, Joaquin Garay  III",1980,G,93 min,"Action-Adventure, Comedy, Family",Disney_Plus
s938,Movie,Herbie Goes to Monte Carlo,Vincent McEveety,"Dean Jones, Don Knotts, Julie Sommars, Jacques Marin, Roy Kinnear, Bernard Fox",1977,G,105 min,"Action-Adventure, Comedy, Family",Disney_Plus
s939,Movie,Herbie Rides Again,Robert Stevenson,"Helen Hayes, Ken Berry, Stefanie Powers, John McIntire, Keenan Wynn, Huntz Hall",1974,G,89 min,"Comedy, Family, Romantic Comedy",Disney_Plus
s940,Movie,Hercules,"John Musker, Ron Clements","Tate Donovan, Joshua Keaton, Roger Bart, Danny DeVito, James Woods, Susan Egan",1997,G,98 min,"Action-Adventure, Animation, Comedy",Disney_Plus
s941,Movie,High School Musical,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Alyson Reed, Corbin Bleu",2006,TV-G,100 min,"Coming of Age, Musical, Romance",Disney_Plus
s942,Movie,High School Musical 2,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Corbin Bleu, Monique Coleman",2007,TV-G,114 min,"Coming of Age, Musical",Disney_Plus
s943,Movie,High School Musical 3: Senior Year,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Corbin Bleu, Monique Coleman",2008,G,121 min,"Coming of Age, Family, Musical",Disney_Plus
s944,TV Show,High School Musical: The Musical: The Series,Sin Datos,"Olivia Rodrigo, Joshua Bassett, Matt Cornett, Sofia Wylie, Larry Saperstein",2019,TV-PG,2 Seasons,"Comedy, Coming of Age, Drama",Disney_Plus
s945,Movie,Hocus Pocus,Kenny Ortega,"Bette Midler, Sarah Parker, Kathy Najimy, Omri Katz, Thora Birch, Vinessa Shaw",1993,PG,96 min,"Comedy, Family, Fantasy",Disney_Plus
s946,Movie,Home on the Range,"Will Finn, John Sanford","Roseanne Barr, Judi Dench, Jennifer Tilly, Steve Buscemi, G.W. Bailey, Cuba Gooding Jr.",2004,PG,82 min,"Animation, Comedy, Family",Disney_Plus
s947,Movie,"Honey, I Blew Up the Kid",Randal Kleiser,"Rick Moranis, Marcia Strassman, Lloyd Bridges, Robert Oliveri, John Shea, Keri Russell",1992,PG,90 min,"Comedy, Family, Science Fiction",Disney_Plus
s948,Movie,"Honey, I Shrunk the Kids",Joe Johnston,"Rick Moranis, Matt Frewer, Marcia Strassman, Kristine Sutherland, Thomas Brown, Jared Rushton",1989,PG,94 min,"Action-Adventure, Comedy, Family",Disney_Plus
s949,Movie,"Honey, We Shrunk Ourselves",Dean Cundey,"Rick Moranis, Eve Gordon, Robin Bartlett, Allison Mack, Jake Richardson, Stuart Pankin",1997,PG,76 min,"Action-Adventure, Comedy, Fantasy",Disney_Plus
s950,Movie,Horse Sense,Greg Beeman,"Joey Lawrence, Andy Lawrence, Susan Walters, M.C. Gainey, Leann Hunley, Robin Thomas",1999,TV-G,92 min,"Coming of Age, Drama",Disney_Plus
s951,TV Show,Hostile Planet,Sin Datos,Bear Grylls,2019,TV-PG,1 Season,"Animals & Nature, Docuseries, Survival",Disney_Plus
s952,Movie,Hounded,Neal Israel,"Tahj Mowry, Shia LaBeouf, Craig Kirkwood, Steven Bendik, Sara Paxton, Rachelle Carson",2001,TV-G,92 min,"Animals & Nature, Comedy, Coming of Age",Disney_Plus
s953,Movie,How Dogs Got Their Shapes,Sin Datos,Jake Robards,2016,TV-PG,44 min,"Animals & Nature, Documentary, Family",Disney_Plus
s954,Movie,How to Build a Better Boy,Paul Hoen,"Ashley Argota, Roger Bart, Kelli Berglund, Noah Centineo, China McClain, Matt Shively",2014,TV-G,94 min,"Action-Adventure, Comedy, Science Fiction",Disney_Plus
s955,Movie,How to Fish,Jack Kinney,John McLeish,1942,TV-G,7 min,"Animation, Comedy, Family",Disney_Plus
s956,Movie,How to Swim,Jack Kinney,Sin Datos,1942,TV-G,8 min,"Animation, Family, Parody",Disney_Plus
s957,TV Show,Hulk and the Agents of S.M.A.S.H.,Sin Datos,"Fred Tatasciore, Clancy Brown, Seth Green, Eliza Dushku, Ben Diskin",2012,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy",Disney_Plus
s958,Movie,I'll Be Home for Christmas,Arlene Sanford,"Jonathan Thomas, Jessica Biel, Adam LaVorgna, Gary Cole, Eve Gordon, Lauren Maltby",1998,PG,87 min,"Action-Adventure, Comedy, Coming of Age",Disney_Plus
s959,Movie,Ice Age: The Great Egg-Scapade,Ricardo Curtis,"Raymond Albert Romano, John Leguizamo, Denis Leary, Queen Latifah",2016,TV-G,26 min,"Animation, Comedy, Family",Disney_Plus
s960,Movie,Ice Princess,Tim Fywell,"Joan Cusack, Kim Cattrall, Michelle Trachtenberg, Hayden Panettiere, Trevor Blumas, Connie Ray",2005,G,99 min,"Coming of Age, Drama, Romance",Disney_Plus
s961,Movie,Inner Workings,Leo Matsuda,"Este Haim, Tucker Gilmore, Raymond Persi, Terri Douglas",2016,G,6 min,"Animation, Comedy, Family",Disney_Plus
s962,Movie,Inside Out,Pete Docter,"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black, Mindy Kaling",2015,PG,95 min,"Animation, Coming of Age, Family",Disney_Plus
s963,Movie,Inspector Gadget,David Kellogg,"Matthew Broderick, Rupert Everett, Joely Fisher, Michelle Trachtenberg, Michael Hagerty, Andy Dick",1999,PG,80 min,"Action-Adventure, Comedy, Family",Disney_Plus
s964,Movie,Inspector Gadget 2,Alex Zamm,"French Stewart, Elaine Hendrix, Caitlin Wachs, Tony Martin, John Batchelor, Mark Mitchell",2003,G,90 min,"Action-Adventure, Comedy, Family",Disney_Plus
s965,Movie,Into the Grand Canyon,Pete McBride,Sin Datos,2019,TV-PG,82 min,"Action-Adventure, Animals & Nature, Documentary",Disney_Plus
s966,Movie,Into the Okavango,Neil Gelinas,"Steve Boyes, Dr. Steve Boyes, Chris Boyes, Tumeletso Setlabosha, Gobonamang Kgetho, Adjany Costa",2018,TV-PG,94 min,"Action-Adventure, Animals & Nature, Documentary",Disney_Plus
s967,Movie,Invincible,Ericson Core,"Mark Wahlberg, Greg Kinnear, Elizabeth Banks, Michael Rispoli, Kevin Conway, Kirk Acevedo",2006,PG,105 min,"Biographical, Family, Sports",Disney_Plus
s968,Movie,Invisible Sister,Paul Hoen,"Rowan Blanchard, Paris Berelc, Karan Brar, Rachel Crow, Alex Désert, Will Meyers",2015,TV-G,79 min,"Comedy, Science Fiction",Disney_Plus
s969,TV Show,Iron Man (Series),Sin Datos,"Robert Hays, James Avery, Ed Gilbert, Jim Cummings, Tony Steedman, James Warwick",1994,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",Disney_Plus
s970,TV Show,Iron Man Armored Adventures,Sin Datos,"Adrian Petriw, Daniel Bacon, Anna Cummer, Mackenzie Gray, Vincent Tong",2008,TV-G,2 Seasons,"Action-Adventure, Animation, Coming of Age",Disney_Plus
s971,Movie,Iron Will,Charles Haid,"Mackenzie Astin, Kevin Spacey, David Ogden Stiers, August Schellenberg, Brian Cox, George Gerdes",1994,PG,109 min,"Action-Adventure, Coming of Age, Family",Disney_Plus
s972,Movie,Jack,Francis Coppola,"Robin Williams, Diane Lane, Brian Kerwin, Jennifer Lopez, Bill Cosby, Fran Drescher",1996,PG-13,113 min,"Comedy, Coming of Age, Drama",Disney_Plus
s973,Movie,Jack-Jack Attack,Brad Bird,"Bret Parker, Bud Luckey, Eli Fucile, Jason Lee",2005,G,6 min,"Animation, Comedy, Family",Disney_Plus
s974,Movie,James and the Giant Peach,Henry Selick,"Miriam Margolyes, Joanna Lumley, Pete Postlethwaite, Paul Terry, Simon Callow, Richard Dreyfuss",1996,PG,81 min,"Action-Adventure, Animation, Family",Disney_Plus
s975,Movie,Jane,Brett Morgen,Jane Goodall,2017,PG,90 min,"Animals & Nature, Biographical, Documentary",Disney_Plus
s976,TV Show,Jessie,Sin Datos,"Debby Ryan, Peyton List, Cameron Boyce, Karan Brar, Skai Jackson, Kevin Chamberlin",2011,TV-PG,4 Seasons,"Comedy, Coming of Age, Family",Disney_Plus
s977,Movie,Jingle Pols,Sin Datos,Dr. Pol,2013,TV-14,45 min,"Animals & Nature, Documentary, Medical",Disney_Plus
s978,Movie,Johnny Kapahala: Back on Board,Eric Bross,"Brandon Baker, Robyn Lively, Mary Keller, Yuji Okumoto, Jonathan McDaniel, Andrew Allen",2007,TV-G,93 min,"Coming of Age, Drama, Sports",Disney_Plus
s979,Movie,Johnny Tsunami,Steve Boyum,"Cary-Hiroyuki Tagawa, Brandon Baker, Yuji Okumoto, Mary Keller, Lee Young, Kirsten Storms",1999,TV-G,92 min,"Coming of Age, Drama, Sports",Disney_Plus
s980,Movie,Jonas Brothers: The Concert Experience,Bruce Hendricks,"Kevin Jonas, Joe Jonas, Nick Jonas, Demi Lovato, Taylor Swift, ""Big Feggans",2009,G,89 min,"Concert Film, Documentary, Music",Disney_Plus
s981,Movie,Journey to Shark Eden,Sin Datos,Salvatore Vecchio,2010,TV-G,47 min,"Action-Adventure, Animals & Nature, Documentary",Disney_Plus
s982,Movie,Journey to the Center of the Earth,Henry Levin,"Pat Boone, James Mason, Arlene Dahl, Diane Baker, Thayer David, Peter Ronson",1959,G,130 min,"Action-Adventure, Family, Science Fiction",Disney_Plus
s983,Movie,Jump In!,Paul Hoen,"Corbin Bleu, David Reivers, Shanica Knowles, Laivan Greene, Kylee Russell, Patrick Johnson Jr.",2007,TV-G,86 min,"Coming of Age, Dance, Sports",Disney_Plus
s984,Movie,Jumping Ship,Michael Lange,"Joey Lawrence, Matthew Lawrence, Andrew Lawrence, Susan Walters, Stephen Burleigh, Anthony Wong",2001,TV-G,93 min,"Action-Adventure, Coming of Age",Disney_Plus
s985,Movie,Jungle 2 Jungle,John Pasquin,"Tim Allen, Martin Short, Lolita Davidovich, David Stiers, JoBeth Williams, Sam Huntington",1997,PG,105 min,"Comedy, Family",Disney_Plus
s986,Movie,Jungle Cat,James Algar,Winston Hibler,1960,TV-PG,70 min,"Animals & Nature, Documentary, Family",Disney_Plus
s987,Movie,Kazaam,Paul Glaser,"Shaquille O'Neal, Francis Capra, Ally Walker, James Acheson, John Costelloe, Marshall Manesh",1996,PG,94 min,"Action-Adventure, Comedy, Family",Disney_Plus
s988,TV Show,Kickin' It,Sin Datos,"Leo Howard, Dylan Snyder, Mateo Arias, Olivia Holt, Alex Jones, Jason Earles",2010,TV-PG,4 Seasons,"Action-Adventure, Comedy, Coming of Age",Disney_Plus
s989,Movie,Kim Possible,"Adam Stein, Zach Lipovsky","Sadie Stanley, Sean Giambrone, Ciara Wilson, Taylor Ortega, Connie Ray, Issac Brown",2019,TV-G,88 min,"Action-Adventure, Comedy, Coming of Age",Disney_Plus
s990,Movie,Kim Possible Movie: So the Drama,Steve Loter,"Christy Romano, Will Friedle, Nancy Cartwright, Tahj Mowry, Raven , Gary Cole",2005,TV-G,70 min,"Action-Adventure, Animation, Coming of Age",Disney_Plus
s991,Movie,Kingdom of the Apes: Battle Lines,Sin Datos,Dan Nachtrab,2017,TV-PG,44 min,"Animals & Nature, Documentary",Disney_Plus
s992,Movie,Kingdom of the Blue Whale,Sin Datos,Tom Selleck,2009,TV-PG,94 min,"Animals & Nature, Documentary, Family",Disney_Plus
s993,TV Show,Kingdom of the White Wolf,Sin Datos,Jenny Jules,2019,TV-PG,1 Season,"Action-Adventure, Animals & Nature, Docuseries",Disney_Plus
s994,Movie,Kitbull,Rosana Sullivan,Sin Datos,2019,PG,9 min,"Animation, Buddy, Comedy",Disney_Plus
s995,Movie,Knick Knack Theatrical Short,John Lasseter,Sin Datos,2003,G,4 min,"Animation, Family, Kids",Disney_Plus
s996,Movie,Kronk's New Groove,"Elliot Bour, Saul Blinkoff","Patrick Warburton, Tracey Ullman, Eartha Kitt, David Spade, John Goodman, Wendie Malick",2005,G,78 min,"Animation, Comedy, Coming of Age",Disney_Plus
s997,Movie,La Luna,Enrico Casarosa,"Tony Fucile, Krista Sheffler, Phil Sheridan",2012,G,7 min,"Animation, Coming of Age, Family",Disney_Plus
s998,TV Show,Lab Rats,Sin Datos,"Billy Unger, Spencer Boldman, Kelli Berglund, Tyrel Williams, Hal Sparks",2011,TV-Y7,4 Seasons,"Action-Adventure, Comedy, Coming of Age",Disney_Plus
s999,Movie,Lady and the Tramp,Charlie Bean,"Tessa Thompson, Justin Theroux, Sam Elliott, Ashley Jensen, Janelle Monáe, Kiersey Clemons",2019,PG,111 min,"Action-Adventure, Comedy, Family",Disney_Plus
s1000,Movie,Lava,James Murphy,"Kuana Kahele, Napua Greig",2015,G,9 min,"Animation, Family, Musical",Disney_Plus
s1001,TV Show,LEGO Disney Frozen: Northern Lights (Shorts),Sin Datos,Sin Datos,2016,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Disney_Plus
s1002,TV Show,LEGO Star Wars: All Stars,Sin Datos,"Jasmin Brown, Josh Peck, Zeno Robinson, Max Mittelman, Matthew Wood",2018,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Disney_Plus
s1003,TV Show,LEGO Star Wars: All Stars (Shorts),Sin Datos,"Matthew Wood, Yvette Brown, Nicolas Cantu, Carolyn Hennesy, Montse Hernandez, Vanessa Lengies",2018,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Disney_Plus
s1004,TV Show,LEGO Star Wars: Droid Tales,Sin Datos,"Tom Kane, Anthony Daniels, Trevor Devall, Kirby Morrow, Sam Vincent, Michael Donovan",2014,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Disney_Plus
s1005,TV Show,LEGO Star Wars: Resistance Rises (Shorts),Sin Datos,Sin Datos,2015,TV-Y7-FV,1 Season,"Action-Adventure, Animation, Comedy",Disney_Plus
s1006,TV Show,LEGO Star Wars: The Freemaker Adventures,Sin Datos,"Matt Sloan, Trevor Devall, Greg Baldwin, Michael Daingerfield, Vanessa Lengies, Grey Griffin",2015,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy",Disney_Plus
s1007,TV Show,LEGO Star Wars: The Freemaker Adventures (Shorts),Sin Datos,Sin Datos,2016,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Disney_Plus
s1008,Movie,LEGO Star Wars: The New Yoda Chronicles - Clash of the Skywalkers,Michael Hegner,"Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Kirby Morrow, Sam Vincent",2014,TV-Y7,24 min,"Action-Adventure, Animation, Comedy",Disney_Plus
s1009,Movie,LEGO Star Wars: The New Yoda Chronicles - Raid on Coruscant,Michael Hegner,"Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Kirby Morrow, Sam Vincent",2014,TV-Y7,24 min,"Action-Adventure, Animation, Comedy",Disney_Plus
s1010,Movie,LEGO Star Wars: The New Yoda Chronicles – Duel of the Skywalkers,Michael Hegner,"Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Kirby Morrow, Sam Vincent",2014,TV-Y7,24 min,"Action-Adventure, Animation, Comedy",Disney_Plus
s1011,Movie,LEGO Star Wars: The New Yoda Chronicles – Escape from the Jedi Temple,Michael Hegner,"Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Sam Vincent, Kelly Metzger",2014,TV-Y7,24 min,"Action-Adventure, Animation, Comedy",Disney_Plus
s1012,Movie,LEGO Star Wars: The New Yoda Chronicles – Race for the Holocrons,Michael Hegner,"Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Brian Drummond, Michael Donovan",2014,TV-Y7,24 min,"Action-Adventure, Animation, Comedy",Disney_Plus
s1013,Movie,Lemonade Mouth,Patricia Riggen,"Bridgit Mendler, Adam Hicks, Hayley Kiyoko, Naomi Scott, Blake Michael, Nick Roux",2011,TV-G,110 min,"Coming of Age, Drama, Music",Disney_Plus
s1014,Movie,Lend a Paw,Clyde Geronimi,Sin Datos,1941,TV-Y7,8 min,"Animation, Family, Kids",Disney_Plus
s1015,Movie,Leroy & Stitch,"Roberts Gannaway, Tony Craig","Daveigh Chase, Chris Sanders, David Stiers, Kevin McDonald, Tia Carrere, Kevin Michael Richardson",2006,G,76 min,"Action-Adventure, Animation, Comedy",Disney_Plus
s1016,Movie,Let it Shine,Paul Hoen,"Tyler Williams, Coco Jones, Trevor Jackson, Brandon Smith, Dawnn Lewis, Alex Désert",2012,TV-G,103 min,"Coming of Age, Drama, Music",Disney_Plus
s1017,Movie,Life is Ruff,Charles Haid,"Kyle Massey, Kay Panabaker, Mitchel Musso, Carter Jenkins, Mark Lawrence, Judith Moreland",2005,TV-G,85 min,"Animals & Nature, Comedy, Coming of Age",Disney_Plus
s1018,Movie,Life With Mikey,James Lapine,"Michael Fox, Nathan Lane, Cyndi Lauper, David Krumholtz, David Huddleston, Christina Vidal",1993,PG,92 min,"Buddy, Comedy, Coming of Age",Disney_Plus
s1019,Movie,Life-Size 2,Steven Tsuchida,"Tyra Banks, Francia Raisa, Gavin Stenhouse, Hank Chen, Alison Fernandez, Shanica Knowles",2018,TV-14,82 min,"Comedy, Coming of Age, Fantasy",Disney_Plus
s1020,Movie,Lifted,Gary Rydstrom,Sin Datos,2006,G,5 min,"Animation, Comedy, Family",Disney_Plus
s1021,Movie,Lilo & Stitch,"Christopher Sanders, Dean DeBlois","Daveigh Chase, Christopher Sanders, Tia Carrere, David Ogden Stiers, Kevin McDonald, Ving Rhames",2002,TV-PG,86 min,"Action-Adventure, Animation, Family",Disney_Plus
s1022,Movie,Lilo & Stitch 2: Stitch Has a Glitch,"Tony Leondis, Michael LaBash","Christopher Sanders, Dakota Fanning, Tia Carrere, David Stiers, Kevin McDonald, Kunewa Mook",2005,PG,70 min,"Animation, Comedy, Dance",Disney_Plus
s1023,TV Show,Lizzie McGuire,Sin Datos,"Hilary Duff, Lalaine , Adam Lamberg, Jake Thomas, Hallie Todd, Robert Carradine",2000,TV-G,2 Seasons,"Comedy, Coming of Age, Kids",Disney_Plus
s1024,Movie,Lonesome Ghosts,Burt Gillett,Sin Datos,1937,TV-Y7,9 min,"Animation, Family, Kids",Disney_Plus
s1025,TV Show,Lost Treasures of the Maya,Sin Datos,Albert Lin,2018,TV-PG,1 Season,"Docuseries, Historical",Disney_Plus
s1026,Movie,Lou,Dave Mullins,Sin Datos,2017,G,7 min,"Action-Adventure, Animation, Comedy",Disney_Plus
s1027,Movie,Luck of the Irish,Paul Hoen,"Paul Kiernan, Timothy Omundson, Ryan Merriman, Glenndon Chatman, Henry Gibson, Marita Geraghty",2001,TV-G,86 min,"Comedy, Coming of Age, Fantasy",Disney_Plus
s1028,Movie,Luxo Jr.,Sin Datos,Sin Datos,1986,G,2 min,"Animation, Comedy, Family",Disney_Plus
s1029,Movie,Magician Mickey,David Hand,"Pinto Colvig, Walt Disney, Clarence Nash",1937,TV-PG,8 min,"Animation, Comedy, Family",Disney_Plus
s1030,Movie,Mail Dog,Charles Nichols,Sin Datos,1947,TV-G,7 min,"Animation, Comedy, Family",Disney_Plus
s1031,Movie,Man Among Cheetahs,Sin Datos,Bob Poole,2017,TV-PG,44 min,"Animals & Nature, Documentary, Family",Disney_Plus
s1032,Movie,Mars: Inside SpaceX,Julia Reagan,Sin Datos,2018,TV-PG,47 min,Documentary,Disney_Plus
s1033,TV Show,Marvel Comics X-Men,Sin Datos,"Cedric Smith, Catherine Disher, Alyson Court, Chris Potter, George Buza, Iona Morris",1992,TV-Y7,5 Seasons,"Action-Adventure, Animation, Fantasy",Disney_Plus
s1034,TV Show,Marvel Rising: Initiation (Shorts),Sin Datos,Sin Datos,2017,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",Disney_Plus
s1035,Movie,Marvel Rising: Secret Warriors,Alfred Gimeno,"Dee Baker, Chloe Bennet, Kathreen Khavari, Andrew Kishino, Meera Kumbhani, Kamil McFadden",2018,TV-Y7-FV,80 min,"Action-Adventure, Animation, Coming of Age",Disney_Plus
s1036,Movie,Marvel Studios: Assembling A Universe,Sin Datos,"Jeff McNeil, Meghan Leon, Jason Hillhouse, Robert Downey Jr., Clark Gregg, Jon Favreau",2014,TV-PG,43 min,"Action-Adventure, Documentary, Superhero",Disney_Plus
s1037,Movie,Marvel Studios: Expanding the Universe,Sin Datos,Sin Datos,2019,TV-PG,13 min,"Documentary, Family",Disney_Plus
s1038,Movie,Marvel Studios' Ant-Man,Peyton Reed,"Paul Rudd, Evangeline Lilly, Corey Stoll, Bobby Cannavale, Michael Peña, Tip Harris",2015,PG-13,119 min,"Action-Adventure, Comedy, Science Fiction",Disney_Plus
s1039,Movie,Marvel Studios' Avengers: Age of Ultron,Joss Whedon,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Jeremy Renner",2015,PG-13,143 min,"Action-Adventure, Science Fiction, Superhero",Disney_Plus
s1040,Movie,Marvel Studios' Avengers: Endgame,"Anthony Russo, Joe Russo","Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner",2019,PG-13,183 min,"Action-Adventure, Fantasy, Science Fiction",Disney_Plus
s1041,Movie,Marvel Studios' Captain America: Civil War,"Anthony Russo, Joe Russo","Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie, Don Cheadle",2016,PG-13,150 min,"Action-Adventure, Science Fiction, Superhero",Disney_Plus
s1042,Movie,Marvel Studios' Captain America: The First Avenger,Joe Johnston,"Chris Evans, Tommy Jones, Hugo Weaving, Hayley Atwell, Sebastian Stan, Dominic Cooper",2011,PG-13,126 min,"Action-Adventure, Science Fiction, Superhero",Disney_Plus
s1043,Movie,Marvel Studios' Captain America: The Winter Soldier,"Anthony Russo, Joe Russo","Chris Evans, Scarlett Johansson, Sebastian Stan, Anthony Mackie, Cobie Smulders, Frank Grillo",2014,PG-13,138 min,"Action-Adventure, Science Fiction, Superhero",Disney_Plus
s1044,Movie,Marvel Studios' Captain Marvel,"Anna Boden, Ryan Fleck","Brie Larson, Samuel Jackson, Ben Mendelsohn, Djimon Hounsou, Lee Pace, Lashana Lynch",2019,PG-13,126 min,"Action-Adventure, Science Fiction, Superhero",Disney_Plus
s1045,Movie,Marvel Studios' Doctor Strange,Scott Derrickson,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong, Michael Stuhlbarg, Benjamin Bratt",2016,PG-13,116 min,"Action-Adventure, Fantasy, Superhero",Disney_Plus
s1046,Movie,Marvel Studios' Guardians of the Galaxy,James Gunn,"Chris Pratt, Zoë Saldana, Dave Bautista, Vin Diesel, Bradley Cooper, Lee Pace",2014,PG-13,122 min,"Action-Adventure, Comedy, Science Fiction",Disney_Plus
s1047,Movie,Marvel Studios' Guardians of the Galaxy Vol. 2,James Gunn,"Chris Pratt, Bradley Cooper, Vin Diesel, Pom Klementieff, Zoë Saldana, Dave Bautista",2017,PG-13,137 min,"Action-Adventure, Comedy, Science Fiction",Disney_Plus
s1048,Movie,Marvel Studios' Iron Man,Jon Favreau,"Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb, Shaun Toub",2008,PG-13,127 min,"Action-Adventure, Science Fiction, Superhero",Disney_Plus
s1049,Movie,Marvel Studios' Iron Man 2,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Sam Rockwell, Clark Gregg",2010,PG-13,125 min,"Action-Adventure, Science Fiction, Superhero",Disney_Plus
s1050,Movie,Marvel Studios' Iron Man 3,Shane Black,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce, Rebecca Hall, Stephanie Szostak",2013,PG-13,132 min,"Action-Adventure, Science Fiction, Superhero",Disney_Plus
s1051,Movie,Marvel Studios' The Avengers,Joss Whedon,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner",2012,PG-13,145 min,"Action-Adventure, Fantasy, Science Fiction",Disney_Plus
s1052,Movie,Marvel Studios' Thor,Kenneth Branagh,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins, Stellan Skarsgård, Kat Dennings",2011,PG-13,116 min,"Action-Adventure, Fantasy, Superhero",Disney_Plus
s1053,Movie,Marvel Studios' Thor: The Dark World,Alan Taylor,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins, Rene Russo, Stellan Skarsgård",2013,PG-13,114 min,"Action-Adventure, Fantasy, Science Fiction",Disney_Plus
s1054,TV Show,Marvel Ultimate Spider-Man,Sin Datos,"Drake Bell, Chi McBride, Steven Weber, J.K. Simmons, Tom Kenny, Clark Gregg",2011,TV-Y7,4 Seasons,"Action-Adventure, Animation, Fantasy",Disney_Plus
s1055,TV Show,Marvel's Agent Carter,Sin Datos,"Hayley Atwell, James D'Arcy, Chad Murray, Enver Gjokaj, Shea Whigham",2014,TV-14,2 Seasons,"Action-Adventure, Science Fiction, Spy/Espionage",Disney_Plus
s1056,TV Show,Marvel's Ant-Man (Shorts),Sin Datos,Sin Datos,2016,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Disney_Plus
s1057,TV Show,Marvel's Avengers Assemble,Sin Datos,"Adrian Pasdar, Fred Tatasciore, Roger Smith, Travis Willingham, Troy Baker, Bumper Robinson",2012,TV-Y7,5 Seasons,"Action-Adventure, Animation, Kids",Disney_Plus
